transaction_id,buyer_id,seller_id,paid_at,courier,state,reason,stuff_category_id,stuff_id,stuff_price,quantity,stuff_name
416644376,3088618,2685835,2017-05-08 19:48:59,JNE REG,remitted,,172.0,335896046,65000,2,KACAMATA GAYA PRIA & WANITA CA122 LENSA PELANGI
416644391,3088618,3278851,2017-05-08 19:48:59,JNE REG,remitted,,172.0,28122293,17500,4,KACAMATA RB SPACE PELANGI MODEL SKY X
416809551,10781829,2874085,2017-05-08 19:52:04,JNE REG,remitted,,435.0,52944943,154000,1,Helm Real Madrid Putih
416816186,36437236,766941,2017-05-08 19:55:03,J&T REG,remitted,,183.0,32342202,200000,1,TRI GM (Get More) 2GB
416816186,36437236,766941,2017-05-08 19:55:03,J&T REG,remitted,,183.0,113977507,147500,1,Kartu Perdana Tri AON 1GB+10rb
416816191,36437241,6579157,2017-05-08 19:55:03,Wahana Tarif Normal,remitted,,938.0,51112868,10500,1,celana short/legging pendek/daleman
416819166,36437621,1781519,2017-05-08 20:00:03,JNE YES,remitted,,2368.0,42815605,350000,8,Propolis Super proCETIN
416819171,36437626,766941,2017-05-08 20:00:03,J&T REG,remitted,,183.0,32342202,200000,1,TRI GM (Get More) 2GB
416819171,36437626,766941,2017-05-08 20:00:03,J&T REG,remitted,,183.0,113977507,147500,1,Kartu Perdana Tri AON 1GB+10rb
416819176,36437631,3162166,2017-05-08 20:00:04,JNE REG,remitted,,2335.0,14630497,3500000,2,Parfum Singapur Jaguar Jaguar
416819176,36437631,3162166,2017-05-08 20:00:04,JNE REG,remitted,,2338.0,14630290,3240000,1,Parfum Singapur Jeniffer Lopez Still
416819181,36437636,11120748,2017-05-08 20:00:04,JNE REG,remitted,,435.0,65052540,540000,2,KYT RRX Modular
416819186,36437641,1781519,2017-05-08 20:00:04,JNE YES,remitted,,2371.0,50677673,450000,6,GRAVIOLA 100% concentrate daun sirsak
416819201,36437651,1781519,2017-05-08 20:00:05,JNE YES,remitted,,2371.0,50677673,450000,3,GRAVIOLA 100% concentrate daun sirsak
416819206,36437656,12255432,2017-05-08 20:00:05,J&T REG,remitted,,435.0,118395640,92500,1,Kaca helm KYT RRX ORI
416819211,36437661,251134,2017-05-08 20:00:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416819216,36437666,251134,2017-05-08 20:00:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416819226,36437671,251134,2017-05-08 20:00:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416819236,36437676,251134,2017-05-08 20:00:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416821941,36437976,251134,2017-05-08 20:05:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416821946,36437981,251134,2017-05-08 20:05:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416779941,25542644,1916202,2017-05-08 20:05:17,JNE REG,remitted,,338.0,55372390,80000,1,spiderman black action figure
416820166,7727427,2486470,2017-05-08 20:06:46,Pos Kilat Khusus,remitted,,561.0,84857023,42500,1,"kain batik fashion, full p**da BG"
416822146,541317,3499057,2017-05-08 20:06:48,JNE REG,remitted,,326.0,15815896,105000,1,"Best Product, Xaba Gaiter / Gaither pelindung kaki for hiking, outdoor."
416812496,11910228,5661661,2017-05-08 20:07:05,JNE REG,remitted,,541.0,277783694,18000,1,Obeng T Siyota Bolak Balik Flexible
416808716,8755132,11031645,2017-05-08 20:07:12,JNE REG,remitted,,301.0,455705150,37600,1,boxer premium motif ninja kuning bahan katun adem
416808716,8755132,11031645,2017-05-08 20:07:12,JNE REG,remitted,,301.0,333800456,37600,1,Boxer Keren Motiframbut Brindil Kuning Adem nyaman GROSIR
416808716,8755132,11031645,2017-05-08 20:07:12,JNE REG,remitted,,301.0,308352746,37600,1,celana Boxer Keren Motif Frank Merah Maron Adem Berkualitas GROSIR
416808716,8755132,11031645,2017-05-08 20:07:12,JNE REG,remitted,,301.0,298382996,37600,1,Celana Boxer Keren Motif playboy putih merah adem
416808716,8755132,11031645,2017-05-08 20:07:12,JNE REG,remitted,,301.0,459637792,37600,1,boxer premium motif ninja hitam bahan katun adem
416820426,12280614,10340103,2017-05-08 20:09:08,JNE REG,remitted,,1041.0,331214417,285000,1,Phillip Rocke Grand Reserve US Premium Liquid Rokok Elektrik
416664431,21627557,5557387,2017-05-08 20:10:13,Pos Kilat Khusus,remitted,,2347.0,23522017,135000,1,OBAT PELANGSING BADAN WSC BIOLO WORLD SLIMMING CAPSULE ASLI ORIGINAL Depkes
416760911,6839262,6126307,2017-05-08 20:12:20,JNE REG,remitted,,427.0,146299715,165000,1,KUNCI KONTAK ASSY VEGA R OLD /F1ZR ORI YAMAHA
416822351,96305,6908994,2017-05-08 20:14:37,JNE YES,remitted,,1540.0,76980375,95000,2,Digital Programmable Timer Switch Auto On/Off Max 220V 16A
416826876,36438546,251134,2017-05-08 20:15:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416826881,36438551,3162166,2017-05-08 20:15:03,JNE REG,remitted,,2335.0,32279700,4000000,1,Parfum Singapur Lacoste L.12.12 Green
416826881,36438551,3162166,2017-05-08 20:15:03,JNE REG,remitted,,2335.0,19858009,2600000,1,Parfum Singapur Dunhill Desire Blue
416826886,36438556,1772968,2017-05-08 20:15:03,JNE REG,remitted,,2314.0,180503239,15000,1,Munafie Slimming Pants Original - Celana Pelangsing Slim Pant Munafi
416826891,36438566,1769314,2017-05-08 20:15:03,JNE REG,remitted,,176.0,49948639,95000,1,BATRE EVERCOSS AT1C
416826906,36438561,251134,2017-05-08 20:15:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416826911,36438571,251134,2017-05-08 20:15:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416826921,36438581,251134,2017-05-08 20:15:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416826931,36438576,251134,2017-05-08 20:15:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416826956,36438586,251134,2017-05-08 20:15:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416827221,560160,418695,2017-05-08 20:21:03,JNE REG,remitted,,220.0,124984027,115000,1,"Round Bell 220v 150mm 6"" Ewig Alarm Bel Sekolah Listrik Bulat Kring"
416826676,5936326,889784,2017-05-08 20:22:58,JNE REG,remitted,,1070.0,102013939,48000,1,TRIPOD+HOLDER U UNTUK HP /TRIPOD HP
416826676,5936326,889784,2017-05-08 20:22:58,JNE REG,remitted,,185.0,41178921,9000,1,FISHEYE 3IN1 UNIVERSAL/FISHEYE 3IN1
416832121,25385491,1104998,2017-05-08 20:24:23,JNE REG,remitted,,456.0,41903467,80000,1,Filter fuel pump Mio-J Asli Yamaha 54P-E3915
416832466,36439411,251134,2017-05-08 20:25:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832476,36439426,3162166,2017-05-08 20:25:05,JNE REG,remitted,,2338.0,14630290,3240000,1,Parfum Singapur Jeniffer Lopez Still
416832476,36439426,3162166,2017-05-08 20:25:05,JNE REG,remitted,,2335.0,19858009,2600000,1,Parfum Singapur Dunhill Desire Blue
416832506,36439416,251134,2017-05-08 20:25:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832521,36439421,251134,2017-05-08 20:25:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832536,36439431,251134,2017-05-08 20:25:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832546,36439441,251134,2017-05-08 20:25:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832551,36439456,1844965,2017-05-08 20:25:08,JNE REG,remitted,,537.0,28549523,39000,1,(PROMO MURAH) Saringan Air ZERNII / Filter Air ZERNI / Keran Air
416832581,36439446,251134,2017-05-08 20:25:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832596,36439451,251134,2017-05-08 20:25:10,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416832611,36439461,251134,2017-05-08 20:25:10,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416534351,12815893,84102,2017-05-08 20:26:02,Wahana Tarif Normal,remitted,,881.0,129368926,40000,1,Komstir Honda CB 100 / Tiger / Gl Pro / GL K/ Megapro Old
416831926,7904250,993728,2017-05-08 20:27:28,NINJA REG,remitted,,462.0,33804387,140000,1,kursi bonceng motor polos
416830071,16224280,5600950,2017-05-08 20:30:36,Pos Kilat Khusus,remitted,,165.0,102826618,50000,1,kaos superman vs batman 2
416831691,18917183,7394916,2017-05-08 20:30:57,JNE REG,remitted,,1076.0,152068473,55000,1,LASER POINTER PRESENTER WIRELESS PP1000/PP1100
416824911,15683908,2199166,2017-05-08 20:31:43,Pos Kilat Khusus,remitted,,1762.0,53416375,580000,1,Sampling Internal PPi Yamaha PSR s970 & s770. DiJamin PATEN ! !
416835411,14963224,20757419,2017-05-08 20:34:23,Wahana Tarif Normal,remitted,,301.0,315748208,18000,5,CD Boxer Madelon No. seri 9002 (Original)
416838021,36440161,4673293,2017-05-08 20:35:02,JNE REG,remitted,,66.0,41193708,175000,1,1 set
416838026,36440171,1551310,2017-05-08 20:35:03,JNE REG,remitted,,1032.0,28980373,45000,1,Benih Biji 3 Macam Bonsai import :  maple
416838031,36440166,9268663,2017-05-08 20:35:03,JNE REG,remitted,,738.0,58338144,25000,4,Topi 3in1 Assorted - Newborn
416838041,36440176,251134,2017-05-08 20:35:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416751096,13075609,15346477,2017-05-08 20:40:13,JNE REG,remitted,,2149.0,142557671,95000,2,Matras Senam
416840746,17764883,6932724,2017-05-08 20:40:25,Wahana Tarif Normal,remitted,,433.0,113534380,20000,1,Stiker Astra Honda ORI NOS
416613606,16092163,10492791,2017-05-08 20:40:38,Wahana Tarif Normal,remitted,,1557.0,366970811,50000,1,JAKET GRADE ORI INTERMILAN AWAY / PUTIH 2015 2016
416765991,9236641,8683051,2017-05-08 20:43:54,JNE REG,remitted,,241.0,338586368,37000,1,USB Hub 7 Port ON-OFF USB 2.0
416811506,25826520,19029335,2017-05-08 20:44:08,Pos Kilat Khusus,remitted,,1903.0,185886147,7500,10,TELUR PALSU MERPATI
416843106,36440801,251134,2017-05-08 20:45:02,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416843111,36440796,1781519,2017-05-08 20:45:03,J&T REG,remitted,,2365.0,43710574,50000,3,Madu For Mama
416843111,36440796,1781519,2017-05-08 20:45:03,J&T REG,remitted,,2365.0,24368107,50000,2,Madu Penggemuk Badan
416843121,36440811,251134,2017-05-08 20:45:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416843126,36440816,1781519,2017-05-08 20:45:03,J&T REG,remitted,,2365.0,24368107,50000,5,Madu Penggemuk Badan
416843131,36440806,1781519,2017-05-08 20:45:03,J&T REG,remitted,,2365.0,43710574,50000,5,Madu For Mama
416843141,36440821,251134,2017-05-08 20:45:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416843146,36440826,251134,2017-05-08 20:45:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416842691,20031071,19012431,2017-05-08 20:46:46,JNE REG,remitted,,1710.0,185709003,6500,10,gagang stempel 2255
416842691,20031071,19012431,2017-05-08 20:46:46,JNE REG,remitted,,1710.0,332131406,6500,20,gagang stempel d40 warna
416842691,20031071,19012431,2017-05-08 20:46:46,JNE REG,remitted,,1710.0,296822303,48000,3,JUAL KARET FLASH uk. 11x33cm
416842691,20031071,19012431,2017-05-08 20:46:46,JNE REG,remitted,,1710.0,438088732,6500,10,Gagang stempel D35
416842691,20031071,19012431,2017-05-08 20:46:46,JNE REG,remitted,,1710.0,190742411,7500,10,jual gagang stempel uk2755
416842946,1034600,21537005,2017-05-08 20:47:50,JNE REG,remitted,,454.0,321224180,25000,1,Xado VitaFlush (sachet)
416842946,1034600,21537005,2017-05-08 20:47:50,JNE REG,remitted,,454.0,346302836,35000,1,Verylube - Turbo Moto (Metal Conditioner)
416842946,1034600,21537005,2017-05-08 20:47:50,JNE REG,remitted,,454.0,321209939,150000,1,Xado EX120 for Moto Equipment
416843161,10648221,1864593,2017-05-08 20:48:53,JNE REG,remitted,,1674.0,293707079,18500,2,1pcs PCB ENGRAVING CUTTER ROTARY CNC ENDMILL BITS
416840256,26182049,1398243,2017-05-08 20:49:49,JNE REG,remitted,,178.0,318537044,10000,4,HANDSFREE / HEADSET STEREO SAMSUNG GALAXY S4 NOTE
416848351,36441641,251134,2017-05-08 20:55:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848366,36441666,12073,2017-05-08 20:55:05,JNE REG,remitted,,353.0,29139389,2350000,2,"Fork MTB 27,5 SR Suntour Epicon Air (Angin), Travel 100mm, Sudah Lock & Rainbow"
416848366,36441666,12073,2017-05-08 20:55:05,JNE REG,remitted,,248.0,99169450,229000,1,"Shifter Shimano M360, 3x8Speed, Sudah Termasuk Kabel Shifter"
416848381,36441646,251134,2017-05-08 20:55:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848391,36441651,251134,2017-05-08 20:55:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848401,36441656,251134,2017-05-08 20:55:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848416,36441671,251134,2017-05-08 20:55:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848426,36441676,251134,2017-05-08 20:55:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848431,36441686,251134,2017-05-08 20:55:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848446,36441691,251134,2017-05-08 20:55:11,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416848481,36441696,251134,2017-05-08 20:55:12,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416822706,20881349,1478283,2017-05-08 20:55:16,TIKI Reg,remitted,,2386.0,165434611,335000,1,Alat Prosessor Air Alkali plus
416850911,36442066,7691607,2017-05-08 21:00:06,JNE YES,remitted,,1936.0,105755284,1100000,1,Xiaomi YI Paket Kumplit Hemat
416850916,36442071,251134,2017-05-08 21:00:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416850926,36442076,251134,2017-05-08 21:00:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416850951,36442081,251134,2017-05-08 21:00:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416850956,36442086,251134,2017-05-08 21:00:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416850966,36442091,251134,2017-05-08 21:00:10,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416850991,36442096,251134,2017-05-08 21:00:11,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416851016,36442101,251134,2017-05-08 21:00:12,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416851036,36442106,251134,2017-05-08 21:00:13,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416851071,36442116,251134,2017-05-08 21:00:15,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416851091,36442121,251134,2017-05-08 21:00:17,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416851111,36442131,251134,2017-05-08 21:00:18,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416842821,22761191,7931436,2017-05-08 21:03:03,JNE REG,remitted,,1119.0,41959234,55000,1,R-driver III usb 2.0 to sata/ide cable
416853541,36442476,12073,2017-05-08 21:05:04,JNE REG,remitted,,476.0,2505534,369000,1,Pedal VP-R73 Cleat For Roadbike (plus cleat)
416853541,36442476,12073,2017-05-08 21:05:04,JNE REG,remitted,,353.0,29139389,2350000,2,"Fork MTB 27,5 SR Suntour Epicon Air (Angin), Travel 100mm, Sudah Lock & Rainbow"
416825201,1485354,2631967,2017-05-08 21:08:31,JNE REG,remitted,,174.0,387753176,24000,4,"Travel Pillow Set ( 1 Bantal, 1 Tutupan Mata, 1 Tutupan Telinga )"
416858651,36443171,251134,2017-05-08 21:15:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416858661,36443196,17463559,2017-05-08 21:15:03,JNE REG,remitted,,208.0,257194235,25000,2,"Lampu Led Natal Dekorasi , Tumblr, Led Twinkle Light , Led String PUTIH"
416858661,36443196,17463559,2017-05-08 21:15:03,JNE REG,remitted,,219.0,149841887,25000,1,"lampu led natal dekorasi , Tumblr, led twinkle light , led string WARM WHITE"
416858666,36443176,8616700,2017-05-08 21:15:03,JNE REG,refunded,,2523.0,305481494,74800,1,Sepatu Doraemon Wanita #SK61
416858671,36443181,251134,2017-05-08 21:15:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416858691,36443186,251134,2017-05-08 21:15:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416858701,36443221,476754,2017-05-08 21:15:06,JNE REG,remitted,,97.0,97255225,16900,1,Sabuk strap kulit vinyl bahan kuat gitar bass akustik elektrik
416858706,36443201,251134,2017-05-08 21:15:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416858721,36443206,251134,2017-05-08 21:15:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416858741,36443211,251134,2017-05-08 21:15:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416754476,17530719,6877179,2017-05-08 21:23:51,TIKI Reg,remitted,,341.0,36383124,96000,1,Diecast mobil smokey and the bandit
416863226,36443866,251134,2017-05-08 21:25:02,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863236,36443871,251134,2017-05-08 21:25:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863246,36443876,251134,2017-05-08 21:25:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863251,36443881,251134,2017-05-08 21:25:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863271,36443886,251134,2017-05-08 21:25:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863276,36443896,10402713,2017-05-08 21:25:07,JNE REG,remitted,,932.0,61667925,49000,1,"sarung tangan pendek kulit ,sarung tangan batok pendek"
416863281,36443901,1533634,2017-05-08 21:25:07,Pos Kilat Khusus,remitted,,2305.0,12693091,59000,1,POMADE MURRAYS/MURRAY'S TYPE EDGEWAX (WATER BASED) UKURAN 4OZ FREE SISIR
416863286,36443891,251134,2017-05-08 21:25:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863301,36443906,251134,2017-05-08 21:25:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863311,36443911,251134,2017-05-08 21:25:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416863316,36443916,251134,2017-05-08 21:25:10,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416860206,16269079,10939059,2017-05-08 21:27:42,Wahana Tarif Normal,remitted,,498.0,248766197,28000,1,Model-Model Pengelolaan Perguruan Tinggi - Harsono
416863966,15045874,1920458,2017-05-08 21:31:03,JNE REG,refunded,,402.0,8433240,65000,2,Best Seller!!!! CARLAS RUBBER PAINT/ CAT RUBBER COATING / CAT SPRAY SEMPROT HASIL KARET
416867756,36444676,251134,2017-05-08 21:35:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867766,36444681,251134,2017-05-08 21:35:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867776,36444686,251134,2017-05-08 21:35:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867791,36444706,18210943,2017-05-08 21:35:05,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416867796,36444691,251134,2017-05-08 21:35:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867816,36444696,251134,2017-05-08 21:35:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867826,36444701,251134,2017-05-08 21:35:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867836,36444716,18210943,2017-05-08 21:35:07,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416867841,36444711,251134,2017-05-08 21:35:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867846,36444721,18210943,2017-05-08 21:35:08,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416867851,36444726,251134,2017-05-08 21:35:08,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867861,36444731,251134,2017-05-08 21:35:09,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867871,36444736,251134,2017-05-08 21:35:10,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416867906,10095311,266783,2017-05-08 21:40:07,JNE REG,remitted,,402.0,43549750,280000,1,"Busi Double Iridium Duration (LFREIX Series) untuk Innova, Fortuner, Accord, X-trail"
416872431,36445401,251134,2017-05-08 21:45:02,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416872436,36445406,2472052,2017-05-08 21:45:03,JNE REG,remitted,,174.0,262293548,30000,1,Botol Minum Unik Bentuk Liquor Flask - 230ml
416872446,36445421,12073,2017-05-08 21:45:03,JNE REG,remitted,,594.0,2113338,949000,2,Brakeset Deore M615 Hydrolik + Olive (New 2015)
416872446,36445421,12073,2017-05-08 21:45:03,JNE REG,remitted,,353.0,29139389,2350000,1,"Fork MTB 27,5 SR Suntour Epicon Air (Angin), Travel 100mm, Sudah Lock & Rainbow"
416872446,36445421,12073,2017-05-08 21:45:03,JNE REG,remitted,,588.0,18828874,799000,1,Brakeset Shimano M425 Hydrolik + Adaptor 6in (New 2015)
416872466,36445411,251134,2017-05-08 21:45:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416872476,36445416,251134,2017-05-08 21:45:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416872491,36445431,251134,2017-05-08 21:45:05,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416872501,36445441,18210943,2017-05-08 21:45:06,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416872506,36445436,251134,2017-05-08 21:45:06,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416872511,36445451,1781519,2017-05-08 21:45:06,J&T REG,remitted,,2365.0,24368107,50000,5,Madu Penggemuk Badan
416872531,36445446,251134,2017-05-08 21:45:07,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416849376,15017686,14162008,2017-05-08 21:54:54,NINJA REG,remitted,,177.0,196189747,53500,1,CHARGER ORIGINAL XIAOMI 2A 100% ASLI
416876646,36446111,15121858,2017-05-08 21:55:03,Pos Kilat Khusus,remitted,,282.0,325740311,65000,1,Blouse Basic Blue Baju Murah
416876651,36446121,18210943,2017-05-08 21:55:03,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416876656,36446126,251134,2017-05-08 21:55:03,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416876661,36446131,1781519,2017-05-08 21:55:03,J&T REG,remitted,,2365.0,43710574,50000,5,Madu For Mama
416876671,36446116,18210943,2017-05-08 21:55:04,JNE YES,remitted,,2356.0,319419452,67000,4,Erto's Paket Whitening Ampuh | Original | BPOM | HALAL
416876686,36446136,251134,2017-05-08 21:55:04,Pos Express Next Day Service,remitted,,2365.0,121497835,251000,1,Avail Pantyliner (1 ball isi 10 bungkus)
416876696,36446141,6801791,2017-05-08 21:55:04,JNE REG,remitted,,296.0,89744194,79000,1,KEMEJA PRIA COWOK KERJA KANTOR FORMAL PANJANG SIZE XL | FASHION PRIA KEMEJA DISTRO GAUL PESTA LAPANGAN PANJANG SLIMFIT
416876721,36446146,1781519,2017-05-08 21:55:05,J&T REG,remitted,,2365.0,40621353,200000,1,Susu Kambing Etawa PROVIT
